id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1398437418768818176,1398437418768818176,2021-05-29 06:18:57 +0545,2021-05-29,06:18:57,+0545,1476769400,dendikapan,CDCA Kapan,,शुभ बिहानी ☕️☕️ शुभदिनकाे कामना🙏😷👌🇳🇵💞 Hopefully we can get better situation 🙏  https://t.co/O5MU4ihG6v,und,[],[],['https://pbs.twimg.com/media/E2g_arKVIAICW-d.jpg'],0,0,3,[],[],https://twitter.com/DendiKapan/status/1398437418768818176,False,,1,https://pbs.twimg.com/media/E2g_arKVIAICW-d.jpg,kathmandu,,,,,,[],,,,
1391927846864527360,1391927846864527360,2021-05-11 07:12:14 +0545,2021-05-11,07:12:14,+0545,2577059418,utsavsunar2049,Utsav Sunar,,मातातिर्थ आैंसी (आमाको मुख हेर्ने दिन) को शुभकामना ।।💖💞🎊🎉🎁❤️,ne,[],[],[],0,0,0,[],[],https://twitter.com/utsavsunar2049/status/1391927846864527360,False,,0,,kathmandu,,,,,,[],,,,
1376445749169324038,1376445749169324038,2021-03-29 13:51:54 +0545,2021-03-29,13:51:54,+0545,1303336696478535681,saud_amraj,Amraj Saud,,झुट बोलेर कसैको मन जित्नु छैन मलाई ! यदि सत्य बोल्दा टाढिन्छन भने मन्जुर छ              मलाई ..??💞🤔🤔,ne,[],[],[],0,0,2,[],[],https://twitter.com/saud_amraj/status/1376445749169324038,False,,0,,kathmandu,,,,,,[],,,,
1375294982421053440,1375294982421053440,2021-03-26 09:39:10 +0545,2021-03-26,09:39:10,+0545,1070209633199869952,dariofficial49,✍️दारी❤️,,"मुस्कान अनन्त छ.. कल्पनाको कुनै हद छैन,  अनि सपनाहरु सदावहार छन् !! #दारी💞  https://t.co/G9jxaARVXg",ne,[],[],['https://pbs.twimg.com/media/ExYHffnVEAQc7qi.jpg'],0,2,8,['दारी'],[],https://twitter.com/DariOfficial49/status/1375294982421053440,False,,1,https://pbs.twimg.com/media/ExYHffnVEAQc7qi.jpg,kathmandu,,,,,,[],,,,
1348797765275459590,1348797765275459590,2021-01-12 06:48:41 +0545,2021-01-12,06:48:41,+0545,3160336226,rakeshlama1210,lama.rakesh,"{'type': 'Point', 'coordinates': [27.713776, 85.310244]}",सम्बन्ध न त टाढा हुँदा टुक्रिन्छ न त नजिक हुँदा जोडिन्छ! सम्बन्ध  बिश्वासको त्यो धागो हो जो याद गरेर अझै मजबुत बनाउन सकिन्छ !❣️ #शुभदिन_सम्पुर्णमा🌺☝💞🙏 #शुभबिहानी #शुभदिन❣️🙏            #Hometownkavre @ Koshipari Kavre  https://t.co/Eo9nbTsX7M,ne,[],['https://www.instagram.com/p/CJ7QEasBRHg/?igshid=s9bhptgwkfuu'],[],0,0,1,"['शुभदिन_सम्पुर्णमा', 'शुभबिहानी', 'शुभदिन', 'hometownkavre']",[],https://twitter.com/rakeshlama1210/status/1348797765275459590,False,,0,,kathmandu,,,,,,[],,,,
1331948701472993284,1331948701472993284,2020-11-26 18:56:31 +0545,2020-11-26,18:56:31,+0545,3742552573,subedisgr,तोरीको फुल!,"{'type': 'Point', 'coordinates': [27.71092731, 85.34760952]}",💞😘 @ Pasupatinath Temple  https://t.co/iSCPGd0xBb,tl,[],['https://www.instagram.com/p/CIDiARcFZDmpU7SIKRi08JZDS4267hfYTFqbgI0/?igshid=1r1f1qyu2uusj'],[],0,0,0,[],[],https://twitter.com/subedisgr/status/1331948701472993284,False,,0,,kathmandu,,,,,,[],,,,
1330144606382600198,1330144606382600198,2020-11-21 19:27:41 +0545,2020-11-21,19:27:41,+0545,3742552573,subedisgr,तोरीको फुल!,"{'type': 'Point', 'coordinates': [27.713776, 85.310244]}","I have never ever put an effort to thanks this giant. Thanks my travel companion. 💞 @ Kathmandu, Nepal  https://t.co/0N9zK1wvZF",en,[],['https://www.instagram.com/p/CH2tmJAlLqdRtm5v6amAGpbIwaEpXEtO74VdlU0/?igshid=2a62eqqg92be'],[],0,0,0,[],[],https://twitter.com/subedisgr/status/1330144606382600198,False,,0,,kathmandu,,,,,,[],,,,
1320323497286008832,1320323497286008832,2020-10-25 17:02:06 +0545,2020-10-25,17:02:06,+0545,1151099227377811457,iamkalin13,नन्दु🐬🇳🇵🐦️😷,,मेरो तर्फ बाट सबै लाई दशै को शुभकामना ❣️💞💝💌🙏  https://t.co/3bTXkNfk9e,ne,[],[],['https://pbs.twimg.com/media/ElK7OM4U8AA8Upv.jpg'],0,0,0,[],[],https://twitter.com/iamkalin13/status/1320323497286008832,False,,1,https://pbs.twimg.com/media/ElK7OM4U8AA8Upv.jpg,kathmandu,,,,,,[],,,,
1307593616630714368,1307593616630714368,2020-09-20 13:58:06 +0545,2020-09-20,13:58:06,+0545,4709639323,marasinisimant,Cmant Marasini🇳🇵,"{'type': 'Point', 'coordinates': [27.713776, 85.310244]}","#नारी बाट दारी काट्न  आदेश🤔🤔🤔💞💕😁😁 @ Kathmandu, Nepal  https://t.co/BOE8jK4Obi",und,[],['https://www.instagram.com/p/CFWel9zFa1aYHawA_3kbzahKaNXEHpyPl1zsjQ0/?igshid=1fzwyc2prw9sl'],[],0,0,2,['नारी'],[],https://twitter.com/MarasiniSimant/status/1307593616630714368,False,,0,,kathmandu,,,,,,[],,,,
1304451184397180930,1304451184397180930,2020-09-11 21:51:12 +0545,2020-09-11,21:51:12,+0545,1296085937743491073,mewon18,MEEWON 11.35,,हजारौं मा एक नहुला म तिम्रो लागि तर तिमी हजारौं मा एक थियौ मेरो लागी... 💞🌺💗 Good night 😴😴.,ne,[],[],[],0,0,1,[],[],https://twitter.com/MEwon18/status/1304451184397180930,False,,0,,kathmandu,,,,,,[],,,,
